250,0.22,34,1748992
250,0.228,7,1675264
250,0,0,1736704
250,0,0,1769472
250,0,0,1699840
250,0.172,7,1683456
250,0.232,7,1835008
250,0.168,8,1888256
250,0.176,6,1888256
250,0.168,7,1687552
250,0.144,32,1871872
250,0.168,10,1789952
1000,0.193,26,1712128
250,0.188,32,1736704
500,0.212,13,1736704
750,0.198667,20,1736704
1000,0.187,27,1736704
1250,0.2112,34,1736704
1500,0.213333,40,1736704
1750,0.202857,49,1736704
2000,0.203,53,1736704
250,0.212,31,1773568
500,0.17,13,1773568
750,0.209333,20,1773568
1000,0.215,27,1773568
1250,0.2176,33,1773568
1500,0.208,41,1773568
1750,0.210286,47,1773568
2000,0.208,54,1773568
2250,0.203111,60,1773568
2500,0.202,66,1773568
2750,0.189091,74,1773568
3000,0.194,81,1773568
3250,0.195385,87,1773568
3500,0.184571,97,1773568
3750,0.1976,100,1773568
4000,0.21275,107,1773568
4250,0.209647,113,1773568
4500,0.192,120,1773568
4750,0.2,129,1773568
5000,0.1914,133,1773568
5250,0.20381,139,1773568
5500,0.198182,146,1773568
5750,0.195826,154,1773568
6000,0.200333,165,1773568
6250,0.19376,168,1773568
6500,0.204462,174,1773568
6750,0.20237,179,1773568
7000,0.193,193,1773568
7250,0.20869,193,1773568
7500,0.205333,206,1773568
7750,0.199613,206,1773568
8000,0.203875,214,1773568
8250,0.200242,226,1773568
250,0.212,31,1671168
500,0.208,13,1671168
750,0.193333,20,1671168
1000,0.203,27,1671168
1250,0.2024,34,1671168
1500,0.183333,40,1671168
1750,0.198857,48,1671168
2000,0.195,54,1671168
2250,0.222222,64,1671168
2500,0.204,66,1671168
2750,0.202909,73,1671168
3000,0.194667,80,1671168
3250,0.197538,87,1671168
3500,0.207714,96,1671168
3750,0.192533,102,1671168
4000,0.20725,107,1671168
4250,0.198588,114,1671168
4500,0.187556,122,1671168
250,0.18,32,1835008
500,0.146,15,1835008
750,0.206667,20,1835008
1000,0.201,26,1835008
1250,0.216,34,1835008
1500,0.181333,40,1835008
1750,0.216,47,1835008
2000,0.1855,54,1835008
2250,0.208889,61,1835008
