100,-nan,0,0
100,-nan,0,0
200,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,1
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
5,-nan,0,0
