100,0.99,0,1789952
200,1,1,1789952
300,0.996667,1,1789952
400,1,3,1789952
500,0.998,2,1789952
600,1,3,1789952
700,0.998571,4,1789952
800,0.99875,4,1789952
900,0.998889,4,1789952
1000,0.999,5,1789952
100,0.99,0,1789952
200,0.995,0,1789952
300,0.996667,0,1789952
400,0.9975,0,1789952
500,1,0,1789952
600,0.998333,0,1789952
700,1,0,1789952
800,1,0,1789952
900,0.998889,0,1789952
1000,1,0,1789952
100,0.99,0,1835008
200,0.995,0,1835008
300,0.996667,0,1835008
400,0.9975,0,1835008
500,0.998,0,1835008
600,0.998333,0,1835008
700,0.998571,0,1835008
800,0.99875,0,1835008
900,0.998889,0,1835008
1000,0.999,0,1835008
100,0,0,1769472
200,0,0,1769472
300,0,0,1769472
400,0,0,1769472
500,0,0,1769472
600,0,0,1769472
700,0,0,1769472
800,0,0,1769472
900,0,0,1769472
1000,0,0,1769472
100,0.05,0,3739648
200,0.06,1,3739648
300,0.04,1,4194304
400,0.065,3,4194304
500,0.044,3,4464640
600,0.0466667,3,4464640
700,0.0514286,4,4734976
800,0.04,5,4734976
900,0.0366667,9,5005312
1000,0.039,6,5005312
5,0,0,1736704
5,0,0,1736704
5,0.4,0,1945600
5,0.4,0,4300800
