250,0.000684147,0,0
250,0.000710148,0,1
250,0.000366951,0,2
250,0.000364267,0,0
250,0.000512178,0,1
250,0.000325156,0,2
250,4.26667e-06,0,0
250,2.84444e-06,0,1
250,2.84444e-06,0,2
250,2.58586e-06,0,0
250,3.10949e-06,0,1
250,2.48727e-06,0,2
250,2.58586e-06,0,0
250,3.87879e-06,0,1
250,1.32364e-06,0,2
250,0.000805178,0,0
250,0.000808486,0,1
250,0.000368606,0,2
250,0.000832082,0,0
250,0.00101161,0,1
250,0.000406424,0,2
250,0.000596162,0,0
250,0.00107846,0,1
250,0.00037798,0,2
250,inf,0,0
250,inf,0,1
250,0.80587,0,2
250,inf,0,0
250,inf,0,1
250,0.722595,0,2
250,0.000968,0,0
250,0.000128,0,1
250,8e-06,0,2
250,0.000309511,0,0
250,0.00112284,0,1
250,0.000502222,0,2
1000,0.000138711,0,0
1000,3.53778e-05,0,1
1000,8.35556e-05,0,2
250,0.00130773,0,0
250,0.00138738,0,1
250,0.000345778,0,2
500,0.000473822,0,0
500,0.000338178,0,1
500,0.000278933,0,2
750,0.000211536,0,0
750,0.000299141,0,1
750,5.98321e-05,0,2
1000,0.000113778,0,0
1000,0.000287389,0,1
1000,0.000112767,0,2
1250,0.000169166,0,0
1250,0.000209778,0,1
1250,0.000146062,0,2
1500,3.84247e-05,0,0
1500,0.000153896,0,1
1500,0.000132983,0,2
1750,8.90195e-05,0,0
1750,0.000168258,0,1
1750,3.81823e-05,0,2
250,0.000625778,0,0
250,0.000964444,0,1
250,0.000273067,0,2
500,0.000340844,0,0
500,0.0001476,0,1
500,0.000158267,0,2
750,0.000209383,0,0
750,0.000286202,0,1
750,0.000235556,0,2
1000,9.17333e-05,0,0
1000,0.000260889,0,1
1000,0.000107378,0,2
1250,0.000151815,0,0
1250,0.000112043,0,1
1250,8.26027e-05,0,2
1500,4.79802e-05,0,0
1500,0.000108622,0,1
1500,4.28099e-05,0,2
1750,0.000104711,0,0
1750,0.000111851,0,1
1750,7.57152e-05,0,2
2000,3.46917e-05,0,0
2000,0.000110489,0,1
2000,4.49444e-05,0,2
2250,0.000127625,0,0
2250,0.000128283,0,1
2250,3.57509e-05,0,2
2500,2.19182e-05,0,0
2500,7.52071e-05,0,1
2500,3.35716e-05,0,2
2750,0.000103352,0,0
2750,8.38994e-05,0,1
2750,2.84459e-05,0,2
3000,5.52111e-05,0,0
3000,9.66185e-05,0,1
3000,3.10383e-05,0,2
3250,2.35887e-05,0,0
3250,9.67364e-05,0,1
3250,3.93678e-05,0,2
3500,6.83256e-05,0,0
3500,4.31029e-05,0,1
3500,2.50014e-05,0,2
3750,1.79074e-05,0,0
3750,2.78795e-05,0,1
3750,3.19052e-05,0,2
4000,3.5834e-05,0,0
4000,2.50424e-05,0,1
4000,2.98479e-05,0,2
4250,3.85944e-05,0,0
4250,3.91732e-05,0,1
4250,2.12128e-05,0,2
4500,5.31495e-05,0,0
4500,3.81613e-05,0,1
4500,1.0445e-05,0,2
4750,1.19968e-05,0,0
4750,4.21525e-05,0,1
4750,3.2359e-05,0,2
5000,4.98862e-05,0,0
5000,5.16929e-05,0,1
5000,2.28662e-05,0,2
5250,2.44717e-05,0,0
5250,7.42962e-05,0,1
5250,1.19083e-05,0,2
5500,1.19655e-05,0,0
5500,2.45377e-05,0,1
5500,1.12926e-05,0,2
5750,3.30351e-05,0,0
5750,3.50931e-05,0,1
5750,7.48784e-06,0,2
6000,1.1579e-05,0,0
6000,6.5758e-05,0,1
6000,1.50127e-05,0,2
6250,2.93046e-05,0,0
6250,2.65671e-05,0,1
6250,8.30834e-06,0,2
6500,2.80555e-05,0,0
6500,3.01909e-05,0,1
6500,4.08268e-05,0,2
6750,2.69432e-05,0,0
6750,3.19863e-05,0,1
6750,7.16866e-06,0,2
7000,1.86313e-05,0,0
7000,3.28356e-05,0,1
7000,8.01927e-06,0,2
7250,1.3917e-05,0,0
7250,1.70421e-05,0,1
7250,1.62778e-05,0,2
7500,1.54526e-05,0,0
7500,1.39901e-05,0,1
7500,3.21272e-05,0,2
7750,1.06156e-05,0,0
7750,1.5578e-05,0,1
7750,9.13863e-06,0,2
8000,1.14438e-05,0,0
8000,2.8421e-05,0,1
8000,3.77715e-05,0,2
8250,2.37986e-05,0,0
250,0.000552711,0,0
250,0.0003984,0,1
250,0.000736889,0,2
