100,1,0,1789952
200,1,1,1789952
300,1,2,1789952
400,1,2,1789952
500,1,2,1789952
600,1,3,1789952
700,1,3,1789952
800,1,4,1789952
900,1,6,1789952
1000,1,5,1789952
100,1,0,1789952
200,0.995,0,1789952
300,1,0,1789952
400,1,0,1789952
500,1,0,1789952
600,0.998333,0,1789952
700,0.998571,0,1789952
800,1,0,1789952
900,1,0,1789952
1000,0.999,0,1789952
100,1,0,1835008
200,1,0,1835008
300,1,0,1835008
400,1,0,1835008
500,0.998,0,1835008
600,0.998333,0,1835008
700,1,0,1835008
800,0.99875,0,1835008
900,1,0,1835008
1000,0.999,0,1835008
