250,0.672,13,1748992
250,0.648,13,1675264
250,0.004,0,1736704
250,0.004,0,1769472
250,0.004,0,1699840
250,0.684,13,1683456
250,0.692,13,1835008
250,0.628,12,1888256
250,0.688,13,1888256
250,0.692,13,1687552
250,0.7,16,1871872
250,0.68,13,1789952
1000,0.671,51,1712128
250,0.652,13,1736704
500,0.654,25,1736704
750,0.694667,41,1736704
1000,0.694,52,1736704
1250,0.6552,68,1736704
1500,0.656,77,1736704
1750,0.651429,89,1736704
250,0.676,12,1773568
500,0.686,31,1773568
750,0.650667,40,1773568
1000,0.644,51,1773568
1250,0.6784,67,1773568
1500,0.674667,80,1773568
1750,0.684571,91,1773568
2000,0.6725,102,1773568
2250,0.664889,114,1773568
2500,0.664,128,1773568
2750,0.672727,140,1773568
3000,0.679333,152,1773568
3250,0.687385,166,1773568
3500,0.677429,179,1773568
3750,0.6752,199,1773568
4000,0.674,209,1773568
4250,0.666353,219,1773568
4500,0.665556,229,1773568
4750,0.667579,249,1773568
5000,0.6598,259,1773568
5250,0.661905,268,1773568
5500,0.671273,280,1773568
5750,0.67687,296,1773568
6000,0.689333,308,1773568
6250,0.67104,324,1773568
6500,0.670308,339,1773568
6750,0.685185,347,1773568
7000,0.671286,359,1773568
7250,0.67131,373,1773568
7500,0.6756,390,1773568
7750,0.66671,401,1773568
8000,0.6705,413,1773568
8250,0.669818,424,1773568
250,0.692,13,1671168
500,0.65,25,1671168
750,0.686667,39,1671168
1000,0.683,53,1671168
1250,0.6648,64,1671168
1500,0.662667,77,1671168
1750,0.656571,91,1671168
2000,0.671,104,1671168
2250,0.673778,116,1671168
2500,0.6836,131,1671168
2750,0.669818,144,1671168
3000,0.664667,154,1671168
3250,0.683692,166,1671168
3500,0.677429,180,1671168
3750,0.681333,198,1671168
4000,0.67625,206,1671168
4250,0.694118,219,1671168
4500,0.668,235,1671168
250,0.684,23,1835008
500,0.694,25,1835008
750,0.676,38,1835008
1000,0.701,51,1835008
1250,0.6656,64,1835008
1500,0.680667,77,1835008
1750,0.668571,93,1835008
2000,0.6675,102,1835008
2250,0.657333,119,1835008
2500,0.6804,127,1835008
2750,0.667273,141,1835008
3000,0.671333,153,1835008
3250,0.669846,166,1835008
3500,0.677429,180,1835008
3750,0.672267,193,1835008
4000,0.68375,203,1835008
4250,0.681412,215,1835008
4500,0.671556,230,1835008
4750,0.667579,241,1835008
5000,0.664,255,1835008
5250,0.667048,265,1835008
5500,0.670545,280,1835008
5750,0.664348,297,1835008
6000,0.6635,309,1835008
6250,0.67184,317,1835008
6500,0.680462,339,1835008
6750,0.668148,350,1835008
7000,0.673143,356,1835008
7250,0.671724,368,1835008
7500,0.674533,391,1835008
7750,0.676,397,1835008
8000,0.67375,414,1835008
8250,0.672364,424,1835008
8500,0.669412,435,1835008
8750,0.675771,444,1835008
9000,0.674111,457,1835008
9250,0.669622,467,1835008
9500,0.680737,481,1835008
9750,0.673436,496,1835008
10000,0.6663,511,1835008
100,0.56,22,1785856
200,0.71,11,1785856
300,0.7,15,1785856
400,0.665,21,1785856
500,0.686,26,1785856
600,0.67,32,1785856
700,0.664286,35,1785856
800,0.67625,41,1785856
900,0.688889,46,1785856
1000,0.685,53,1785856
100,0,3209,21106688
100,0,3324,21102592
5,0,3794,21348352
5,0,3786,21397504
5,0,3801,21348352
5,0,3068,21348352
5,0,3830,21417984
5,0,2920,21549056
5,0,3669,21450752
5,0,2915,21602304
5,0,3063,21389312
5,1,0,12472320
5,1,0,12492800
5,1,0,12922880
5,1,0,12910592
5,1,0,12898304
5,1,0,12496896
5,1,0,12935168
5,1,0,12988416
5,1,0,12877824
5,1,0,12877824
5,1,0,12902400
5,0,3080,21417984
5,0,2354,21295104
5,1,0,12988416
5,1,0,12820480
